transactionId,payoutId,salesRecordReference,transactionType,bookingEntry,transactionDate,transactionStatus,transactionMemo,paymentsEntity,references,feeType,amount.value,amount.currency,orderId,orderLineItems,buyer.username,totalFeeBasisAmount.value,totalFeeBasisAmount.currency,totalFeeAmount.value,totalFeeAmount.currency,ebayCollectedTaxAmount.value,ebayCollectedTaxAmount.currency
FEE-7630676616919_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T02:11:52.448Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267651393', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630673770519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T02:11:14.948Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267649995', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630673295119_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T02:11:04.780Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267649734', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630672956819_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T02:10:34.744Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267649439', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630672537319_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T02:10:23.395Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267649023', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630672227719_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T02:09:37.702Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267648602', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630671878019_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T02:08:32.554Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267648305', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630671376319_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T02:08:04.710Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267647942', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630670674119_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T02:07:35.131Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267647336', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630669846119_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T02:06:47.112Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267646854', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630667692419_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T02:04:45.269Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267642459', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630667465619_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T02:04:39.531Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267641229', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630667109219_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T02:04:18.037Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267639030', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630663720819_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T02:01:49.195Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267626567', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630662093919_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T02:01:11.422Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267625326', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630659157119_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:59:01.395Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267619290', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630657244119_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:57:44.227Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267618052', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630656480619_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:57:41.596Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267617152', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630655904519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:56:52.502Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267615777', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630655476519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:56:29.916Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267614898', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630655185519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:56:10.877Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267614376', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630654235519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:55:23.590Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267613089', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630652399219_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:54:13.995Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267611970', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630651354119_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:54:02.599Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267611280', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630650320919_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:53:36.731Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267610389', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630645271519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:52:37.356Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267607551', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630641713719_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:51:20.494Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267601417', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630638957519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:50:32.496Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267599268', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630638105019_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:49:15.015Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267596091', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630637022719_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:48:13.800Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267593485', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630636560819_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:48:01.713Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267591943', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630634601319_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:46:33.519Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267588792', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630633894419_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:46:15.209Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267588051', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630631569819_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:45:27.731Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267586902', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630631155319_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:44:39.774Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267586375', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630624801219_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:41:12.859Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267582112', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630621681519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:39:45.268Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267579723', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630616301419_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:37:31.734Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267576594', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630615110619_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:36:45.682Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267575555', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630613086419_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:36:11.063Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267574922', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630611780919_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:36:01.705Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267574550', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630603491519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:33:18.884Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267570413', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630602972619_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:33:11.985Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267570987', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630600340919_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:32:46.527Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267569745', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630596766519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:31:42.216Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267567022', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630596419019_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:31:34.161Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267563197', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630593671419_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:30:20.103Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267550374', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630592603419_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:29:41.485Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267548046', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630592163019_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:29:36.790Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267543658', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630589953919_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:28:12.136Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267533576', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630589561019_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:27:59.894Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267531822', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630589263519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:27:44.805Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267528913', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630588158219_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:26:57.187Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267527079', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630587553219_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:26:52.023Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267525973', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630584806719_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:25:19.960Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267520948', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630583049719_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:24:04.238Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267514768', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630583035819_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:24:00.470Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267513974', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630583003319_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:23:59.615Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267508384', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630583055719_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:23:59.038Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267515407', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630582363119_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:23:07.576Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267505338', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630579325719_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:21:26.183Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267504876', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630573957319_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:18:16.360Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267502272', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630572870819_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:17:42.697Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267501442', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630571962419_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:16:46.452Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267500406', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630571002719_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:16:10.098Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267498198', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630570293919_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:15:56.945Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267496298', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630569581219_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:15:19.353Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267494302', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630568077519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:14:12.656Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267490541', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630564391519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:11:44.410Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267482325', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630561331519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:10:55.801Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267479806', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630560546219_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:10:54.727Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267476512', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630557712619_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:09:13.985Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267471858', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630557120519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:08:58.734Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267469828', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630555086419_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:07:54.888Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267468642', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630554249319_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:07:45.240Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267467432', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630554328319_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:07:43.880Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267467710', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630552837019_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:06:44.874Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267467074', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630552000419_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:06:43.488Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267466617', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630548169119_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:04:37.391Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267463690', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630547852619_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:04:36.008Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267463402', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630546171619_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:03:18.910Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267462471', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630546270719_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:03:18.376Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267462696', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630545498819_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:03:05.819Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267462286', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630543474719_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:01:24.907Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267461588', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630542507519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:01:04.727Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267461303', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630540471219_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T01:00:18.142Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267460492', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630538206019_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T00:57:55.302Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267456773', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630537994719_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T00:57:52.603Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267452348', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630530508619_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T00:52:50.962Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267442738', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630527772919_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T00:51:06.280Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267437288', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630520283719_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T00:48:03.124Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267430284', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630516869419_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T00:46:43.393Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267428319', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630515734319_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T00:46:22.784Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267427181', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630514824119_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T00:45:54.978Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267425514', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630513666319_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T00:45:21.493Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267424501', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630509128119_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T00:42:27.739Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267419219', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630508237619_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T00:41:41.390Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267418226', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630507585419_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T00:41:03.557Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267417578', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630503232919_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T00:38:59.046Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267413811', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630503522219_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T00:38:57.153Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267414032', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630502454319_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T00:37:55.072Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267412915', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630498593519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T00:35:53.662Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267408995', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630495391019_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T00:33:23.893Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267404395', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7630495378619_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T00:33:23.366Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358267402829', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
